id,created,modified,codigo,nombre,habilitado
4563,10/11/2015 10:37,10/11/2015 10:37,K42.0,"HERNIA UMBILICAL CON OBSTRUCCION, SIN GANGRENA",True
4564,10/11/2015 10:37,10/11/2015 10:37,K42.1,HERNIA UMBILICAL CON GANGRENA,True
4565,10/11/2015 10:37,10/11/2015 10:37,K42.9,HERNIA UMBILICAL SIN OBSTRUCCION NI GANGRENA,True
4566,10/11/2015 10:37,10/11/2015 10:37,K43,HERNIA VENTRAL,True
4567,10/11/2015 10:37,10/11/2015 10:37,K43.0,"HERNIA VENTRAL CON OBSTRUCCION, SIN GANGRENA",True
4568,10/11/2015 10:37,10/11/2015 10:37,K43.1,HERNIA VENTRAL CON GANGRENA,True
4569,10/11/2015 10:37,10/11/2015 10:37,K43.9,HERNIA VENTRAL SIN OBSTRUCCION NI GANGRENA,True
4570,10/11/2015 10:37,10/11/2015 10:37,K44,HERNIA DIAFRAGMATICA,True
4571,10/11/2015 10:37,10/11/2015 10:37,K44.0,"HERNIA DIAFRAGMATICA CON OBSTRUCCION, SIN GANGRENA",True
4572,10/11/2015 10:37,10/11/2015 10:37,K44.1,HERNIA DIAFRAGMATICA CON GANGRENA,True
4573,10/11/2015 10:37,10/11/2015 10:37,K44.9,HERNIA DIAFRAGMATICA SIN OBSTRUCCION NI GANGRENA,True
4574,10/11/2015 10:37,10/11/2015 10:37,K45,OTRAS HERNIAS DE LA CAVIDAD ABDOMINAL,True
4575,10/11/2015 10:37,10/11/2015 10:37,K45.0,"OTRAS HERNIAS DE LA CAVIDAD ABDOMINAL ESPECIFICADAS, CON OBSTRUCCION, SIN GANGRENA",True
4576,10/11/2015 10:37,10/11/2015 10:37,K45.1,"OTRAS HERNIAS DE LA CAVIDAD ABDOMINAL ESPECIFICADAS, CON GANGRENA",True
4577,10/11/2015 10:37,10/11/2015 10:37,K45.8,"OTRAS HERNIAS DE LA CAVIDAD ABDOMINAL ESPECIFICADAS, SIN OBSTRUCCION NI GANGRENA",True
4578,10/11/2015 10:37,10/11/2015 10:37,K46,HERNIA NO ESPECIFICADA DE LA CAVIDAD ABDOMINAL,True
4579,10/11/2015 10:37,10/11/2015 10:37,K46.0,"HERNIA ABDOMINAL NO ESPECIFICADA, CON OBSTRUCCION, SIN GANGRENA",True
4580,10/11/2015 10:37,10/11/2015 10:37,K46.1,"HERNIA ABDOMINAL NO ESPECIFICADA, CON GANGRENA",True
4581,10/11/2015 10:37,10/11/2015 10:37,K46.9,"HERNIA ABDOMINAL NO ESPECIFICADA, SIN OBSTRUCCION NI GANGRENA",True
4582,10/11/2015 10:37,10/11/2015 10:37,K50,ENFERMEDAD DE CROHN (ENTERITIS REGIONAL),True
4583,10/11/2015 10:37,10/11/2015 10:37,K50.0,ENFERMEDAD DE CROHN DEL INTESTINO DELGADO,True
4584,10/11/2015 10:37,10/11/2015 10:37,K50.1,ENFERMEDAD DE CROHN DEL INTESTINO GRUESO,True
4585,10/11/2015 10:37,10/11/2015 10:37,K50.8,OTROS TIPOS DE ENFERMEDAD DE CROHN,True
4586,10/11/2015 10:37,10/11/2015 10:37,K50.9,"ENFERMEDAD DE CROHN, NO ESPECIFICADA",True
4587,10/11/2015 10:37,10/11/2015 10:37,K51,COLITIS ULCERATIVA,True
4588,10/11/2015 10:37,10/11/2015 10:37,K51.0,ENTEROCOLITIS (CRONICA) ULCERATIVA,True
4589,10/11/2015 10:37,10/11/2015 10:37,K51.1,ILEOCOLITIS (CRONICA) ULCERATIVA,True
4590,10/11/2015 10:37,10/11/2015 10:37,K51.2,PROCTITIS (CRONICA) ULCERATIVA,True
4591,10/11/2015 10:37,10/11/2015 10:37,K51.3,RECTOSIGMOIDITIS (CRONICA) ULCERATIVA,True
4592,10/11/2015 10:37,10/11/2015 10:37,K51.4,SEUDOPOLIPOSIS DEL COLON,True
4593,10/11/2015 10:37,10/11/2015 10:37,K51.5,PROCTOCOLITIS MUCOSA,True
4594,10/11/2015 10:37,10/11/2015 10:37,K51.8,OTRAS COLITIS ULCERATIVAS,True
4595,10/11/2015 10:37,10/11/2015 10:37,K51.9,"COLITIS ULCERATIVA, SIN OTRA ESPECIFICACION",True
4596,10/11/2015 10:37,10/11/2015 10:37,K52,OTRAS COLITIS Y GASTROENTERITIS NO INFECCIOSAS,True
4597,10/11/2015 10:37,10/11/2015 10:37,K52.0,COLITIS Y GASTROENTERITIS DEBIDAS A RADIACION,True
4598,10/11/2015 10:37,10/11/2015 10:37,K52.1,COLITIS Y GASTROENTERITIS TOXICAS,True
4599,10/11/2015 10:37,10/11/2015 10:37,K52.2,COLITIS Y GASTROENTERITIS ALERGICAS Y DIETETICAS,True
4600,10/11/2015 10:37,10/11/2015 10:37,K52.8,OTRAS COLITIS Y GASTROENTERITIS NO INFECCIOSAS ESPECIFICADAS,True
4601,10/11/2015 10:37,10/11/2015 10:37,K52.9,"COLITIS Y GASTROENTERITIS NO INFECCIOSAS, NO ESPECIFICADAS",True
4602,10/11/2015 10:37,10/11/2015 10:37,K55,TRASTORNOS VASCULARES DE LOS INTESTINOS,True
4603,10/11/2015 10:37,10/11/2015 10:37,K55.0,TRASTORNO VASCULAR AGUDO DE LOS INTESTINOS,True
4604,10/11/2015 10:37,10/11/2015 10:37,K55.1,TRASTORNO VASCULAR CRONICO DEL INTESTINO,True
4605,10/11/2015 10:37,10/11/2015 10:37,K55.2,ANGIODISPLASIA DEL COLON,True
4606,10/11/2015 10:37,10/11/2015 10:37,K55.8,OTROS TRASTORNOS VASCULARES DEL INTESTINO,True
4607,10/11/2015 10:37,10/11/2015 10:37,K55.9,"TRASTORNO VASCULAR DEL INTESTINO, NO ESPECIFICADO",True
4608,10/11/2015 10:37,10/11/2015 10:37,K56,ILEO PARALITICO Y OBSTRUCCION INTESTINAL SIN HERNIA,True
4609,10/11/2015 10:37,10/11/2015 10:37,K56.0,ILEO PARALITICO,True
4610,10/11/2015 10:37,10/11/2015 10:37,K56.1,INVAGINACION,True
4611,10/11/2015 10:37,10/11/2015 10:37,K56.2,VOLVULO,True
4612,10/11/2015 10:37,10/11/2015 10:37,K56.3,ILEO POR CALCULO BILIAR,True
4613,10/11/2015 10:37,10/11/2015 10:37,K56.4,OTRAS OBSTRUCCIONES DEL INTESTINO,True
4614,10/11/2015 10:37,10/11/2015 10:37,K56.5,ADHERENCIAS (BRIDAS) INTESTINALES CON OBSTRUCCION,True
4615,10/11/2015 10:37,10/11/2015 10:37,K56.6,OTRAS OBSTRUCCIONES INTESTINALES Y LAS NO ESPECIFICADAS,True
4616,10/11/2015 10:37,10/11/2015 10:37,K56.7,"ILEO, NO ESPECIFICADO",True
4617,10/11/2015 10:37,10/11/2015 10:37,K57,ENFERMEDAD DIVERTICULAR DEL INTESTINO,True
4618,10/11/2015 10:37,10/11/2015 10:37,K57.0,ENFERMEDAD DIVERTICULAR DEL INTESTINO DELGADO CON PERFORACION Y ABSCESO,True
4619,10/11/2015 10:37,10/11/2015 10:37,K57.1,ENFERMEDAD DIVERTICULAR DEL INTESTINO DELGADO SIN PERFORACION NI ABSCESO,True
4620,10/11/2015 10:37,10/11/2015 10:37,K57.2,ENFERMEDAD DIVERTICULAR DEL INTESTINO GRUESO CON PERFORACION Y ABSCESO,True
4621,10/11/2015 10:37,10/11/2015 10:37,K57.3,ENFERMEDAD DIVERTICULAR DEL INTESTINO GRUESO SIN PERFORACION NI ABSCESO,True
4622,10/11/2015 10:37,10/11/2015 10:37,K57.4,ENFERMEDAD DIVERTICULAR DE AMBOS INTESTINOS CON PERFORACION Y ABSCESO,True
4623,10/11/2015 10:37,10/11/2015 10:37,K57.5,"ENFERMEDAD DIVERTICULAR DE AMBOS INTESTINOS, SIN PERFORACION NI ABSCESO",True
4624,10/11/2015 10:37,10/11/2015 10:37,K57.8,"ENFERMEDAD DIVERTICULAR DEL INTESTINO, PARTE NO ESPECIFICADA, CON PERFORACION Y ABSCESO",True
4625,10/11/2015 10:37,10/11/2015 10:37,K57.9,"ENFERMEDAD DIVERTICULAR DEL INTESTINO, PARTE NO ESPECIFICADA, SIN PERFORACION NI ABSCESO",True
4626,10/11/2015 10:37,10/11/2015 10:37,K58,SINDROME DEL COLON IRRITABLE,True
4627,10/11/2015 10:37,10/11/2015 10:37,K58.0,SINDROME DEL COLON IRRITABLE CON DIARREA,True
4628,10/11/2015 10:37,10/11/2015 10:37,K58.9,SINDROME DEL COLON IRRITABLE SIN DIARREA,True
4629,10/11/2015 10:37,10/11/2015 10:37,K59,OTROS TRASTORNOS FUNCIONALES DEL INTESTINO,True
4630,10/11/2015 10:37,10/11/2015 10:37,K59.0,CONSTIPACION,True
4631,10/11/2015 10:37,10/11/2015 10:37,K59.1,DIARREA FUNCIONAL,True
4632,10/11/2015 10:37,10/11/2015 10:37,K59.2,"INTESTINO NEUROGENICO, NO CLASIFICADO EN OTRA PARTE",True
4633,10/11/2015 10:37,10/11/2015 10:37,K59.3,"MEGACOLON, NO CLASIFICADO EN OTRA PARTE",True
4634,10/11/2015 10:37,10/11/2015 10:37,K59.4,ESPASMO ANAL,True
4635,10/11/2015 10:37,10/11/2015 10:37,K59.8,OTROS TRASTORNOS FUNCIONALES ESPECIFICADOS DEL INTESTINO,True
4636,10/11/2015 10:37,10/11/2015 10:37,K59.9,"TRASTORNO FUNCIONAL INTESTINAL, NO ESPECIFICADO",True
4637,10/11/2015 10:37,10/11/2015 10:37,K60,FISURA Y FISTULA DE LAS REGIONES ANAL Y RECTAL,True
4638,10/11/2015 10:37,10/11/2015 10:37,K60.0,FISURA ANAL AGUDA,True
4639,10/11/2015 10:37,10/11/2015 10:37,K60.1,FISURA ANAL CRONICA,True
4640,10/11/2015 10:37,10/11/2015 10:37,K60.2,"FISURA ANAL, NO ESPECIFICADA",True
4641,10/11/2015 10:37,10/11/2015 10:37,K60.3,FISTULA ANAL,True
4642,10/11/2015 10:37,10/11/2015 10:37,K60.4,FISTULA RECTAL,True
4643,10/11/2015 10:37,10/11/2015 10:37,K60.5,FISTULA ANORRECTAL,True
4644,10/11/2015 10:37,10/11/2015 10:37,K61,ABSCESO DE LAS REGIONES ANAL Y RECTAL,True
4645,10/11/2015 10:37,10/11/2015 10:37,K61.0,ABSCESO ANAL,True
4646,10/11/2015 10:37,10/11/2015 10:37,K61.1,ABSCESO RECTAL,True
4647,10/11/2015 10:37,10/11/2015 10:37,K61.2,ABSCESO ANORRECTAL,True
4648,10/11/2015 10:37,10/11/2015 10:37,K61.3,ABSCESO ISQUIORRECTAL,True
4649,10/11/2015 10:37,10/11/2015 10:37,K61.4,ABSCESO INTRAESFINTERIANO,True
4650,10/11/2015 10:37,10/11/2015 10:37,K62,OTRAS ENFERMEDADES DEL ANO Y DEL RECTO,True
4651,10/11/2015 10:37,10/11/2015 10:37,K62.0,POLIPO ANAL,True
4652,10/11/2015 10:37,10/11/2015 10:37,K62.1,POLIPO RECTAL,True
4653,10/11/2015 10:37,10/11/2015 10:37,K62.2,PROLAPSO ANAL,True
4654,10/11/2015 10:37,10/11/2015 10:37,K62.3,PROLAPSO RECTAL,True
4655,10/11/2015 10:37,10/11/2015 10:37,K62.4,ESTENOSIS DEL ANO Y DEL RECTO,True
4656,10/11/2015 10:37,10/11/2015 10:37,K62.5,HEMORRAGIA DEL ANO Y DEL RECTO,True
4657,10/11/2015 10:37,10/11/2015 10:37,K62.6,ULCERA DEL ANO Y DEL RECTO,True
4658,10/11/2015 10:37,10/11/2015 10:37,K62.7,PROCTITIS POR RADIACION,True
4659,10/11/2015 10:37,10/11/2015 10:37,K62.8,OTRAS ENFERMEDADES ESPECIFICADAS DEL ANO Y DEL RECTO,True
4660,10/11/2015 10:37,10/11/2015 10:37,K62.9,"ENFERMEDAD DEL ANO Y DEL RECTO, NO ESPECIFICADA",True
4661,10/11/2015 10:37,10/11/2015 10:37,K63,OTRAS ENFERMEDADES DE LOS INTESTINOS,True
4662,10/11/2015 10:37,10/11/2015 10:37,K63.0,ABSCESO DEL INTESTINO,True
4663,10/11/2015 10:37,10/11/2015 10:37,K63.1,PERFORACION DEL INTESTINO (NO TRAUMATICA),True
4664,10/11/2015 10:37,10/11/2015 10:37,K63.2,FISTULA DEL INTESTINO,True
4665,10/11/2015 10:37,10/11/2015 10:37,K63.3,ULCERA DEL INTESTINO,True
4666,10/11/2015 10:37,10/11/2015 10:37,K63.4,ENTEROPTOSIS,True
4667,10/11/2015 10:37,10/11/2015 10:37,K63.8,OTRAS ENFERMEDADES ESPECIFICADAS DEL INTESTINO,True
4668,10/11/2015 10:37,10/11/2015 10:37,K63.9,"ENFERMEDAD DEL INTESTINO, NO ESPECIFICADA",True
4669,10/11/2015 10:37,10/11/2015 10:37,K65,PERITONITIS,True
4670,10/11/2015 10:37,10/11/2015 10:37,K65.0,PERITONITIS AGUDA,True
4671,10/11/2015 10:37,10/11/2015 10:37,K65.8,OTRAS PERITONITIS,True
4672,10/11/2015 10:37,10/11/2015 10:37,K65.9,"PERITONITIS, NO ESPECIFICADA",True
4673,10/11/2015 10:37,10/11/2015 10:37,K66,OTROS TRASTORNOS DEL PERITONEO,True
4674,10/11/2015 10:37,10/11/2015 10:37,K66.0,ADHERENCIAS PERITONEALES,True
4675,10/11/2015 10:37,10/11/2015 10:37,K66.1,HEMOPERITONEO,True
4676,10/11/2015 10:37,10/11/2015 10:37,K66.8,OTROS TRASTORNOS ESPECIFICADOS DEL PERITONEO,True
4677,10/11/2015 10:37,10/11/2015 10:37,K66.9,"TRASTORNO DEL PERITONEO, NO ESPECIFICADO",True
4678,10/11/2015 10:37,10/11/2015 10:37,K67.0,PERITONITIS POR CLAMIDIAS (A74.8 ),True
4679,10/11/2015 10:37,10/11/2015 10:37,K67.1,PERITONITIS GONOCOCICA (A54.8 ),True
4680,10/11/2015 10:37,10/11/2015 10:37,K67.2,PERITONITIS SIFILITICA (A52.7 ),True
4681,10/11/2015 10:37,10/11/2015 10:37,K67.3,PERITONITIS TUBERCULOSA (A18.3 ),True
4682,10/11/2015 10:37,10/11/2015 10:37,K67.8,OTROS TRASTORNOS DEL PERITONEO EN ENFERMEDADES INFECCIOSAS CLASIFICADAS EN OTRA PARTE,True
4683,10/11/2015 10:37,10/11/2015 10:37,K70,ENFERMEDAD ALCOHOLICA DEL HIGADO,True
4684,10/11/2015 10:37,10/11/2015 10:37,K70.0,HIGADO ALCOHOLICO ADIPOSO,True
4685,10/11/2015 10:37,10/11/2015 10:37,K70.1,HEPATITIS ALCOHOLICA,True
4686,10/11/2015 10:37,10/11/2015 10:37,K70.2,"FIBROSIS Y ESCLEROSIS DEL HIGADO, ALCOHOLICA",True
4687,10/11/2015 10:37,10/11/2015 10:37,K70.3,CIRROSIS HEPATICA ALCOHOLICA,True
4688,10/11/2015 10:37,10/11/2015 10:37,K70.4,INSUFICIENCIA HEPATICA ALCOHOLICA,True
4689,10/11/2015 10:37,10/11/2015 10:37,K70.9,"ENFERMEDAD HEPATICA ALCOHOLICA, NO ESPECIFICADA",True
4690,10/11/2015 10:37,10/11/2015 10:37,K71,ENFERMEDAD TOXICA DEL HIGADO,True
4691,10/11/2015 10:37,10/11/2015 10:37,K71.0,"ENFERMEDAD TOXICA DEL HIGADO, CON COLESTASIS",True
4692,10/11/2015 10:37,10/11/2015 10:37,K71.1,ENFERMEDAD TOXICA DEL HIGADO CON NECROSIS HEPATICA,True
4693,10/11/2015 10:37,10/11/2015 10:37,K71.2,ENFERMEDAD TOXICA DEL HIGADO CON HEPATITIS AGUDA,True
4694,10/11/2015 10:37,10/11/2015 10:37,K71.3,ENFERMEDAD TOXICA DEL HIGADO CON HEPATITIS CRONICA PERSISTENTE,True
4695,10/11/2015 10:37,10/11/2015 10:37,K71.4,ENFERMEDAD TOXICA DEL HIGADO CON HEPATITIS CRONICA LOBULAR,True
4696,10/11/2015 10:37,10/11/2015 10:37,K71.5,ENFERMEDAD TOXICA DEL HIGADO CON HEPATITIS CRONICA ACTIVA,True
4697,10/11/2015 10:37,10/11/2015 10:37,K71.6,ENFERMEDAD TOXICA DEL HIGADO CON HEPATITIS NO CLASIFICADA EN OTRA PARTE,True
4698,10/11/2015 10:37,10/11/2015 10:37,K71.7,ENFERMEDAD TOXICA DEL HIGADO CON CIRROSIS Y FIBROSIS DEL HIGADO,True
4699,10/11/2015 10:37,10/11/2015 10:37,K71.8,ENFERMEDAD TOXICA DEL HIGADO CON OTROS TRASTORNOS HEPATICOS,True
4700,10/11/2015 10:37,10/11/2015 10:37,K71.9,"ENFERMEDAD TOXICA DEL HIGADO, NO ESPECIFICADA",True
4701,10/11/2015 10:37,10/11/2015 10:37,K72,"INSUFICIENCIA HEPATICA, NO CLASIFICADA EN OTRA PARTE",True
4702,10/11/2015 10:37,10/11/2015 10:37,K72.0,INSUFICIENCIA HEPATICA AGUDA O SUBAGUDA,True
4703,10/11/2015 10:37,10/11/2015 10:37,K72.1,INSUFICIENCIA HEPATICA CRONICA,True
4704,10/11/2015 10:37,10/11/2015 10:37,K72.9,"INSUFICIENCIA HEPATICA, NO ESPECIFICADA",True
4705,10/11/2015 10:37,10/11/2015 10:37,K73,"HEPATITIS CRONICA, NO CLASIFICADA EN OTRA PARTE",True
4706,10/11/2015 10:37,10/11/2015 10:37,K73.0,"HEPATITIS CRONICA PERSISTENTE, NO CLASIFICADA EN OTRA PARTE",True
4707,10/11/2015 10:37,10/11/2015 10:37,K73.1,"HEPATITIS CRONICA LOBULAR, NO CLASIFICADA EN OTRA PARTE",True
4708,10/11/2015 10:37,10/11/2015 10:37,K73.2,"HEPATITIS CRONICA ACTIVA, NO CLASIFICADA EN OTRA PARTE",True
4709,10/11/2015 10:37,10/11/2015 10:37,K73.8,"OTRAS HEPATITIS CRONICAS, NO CLASIFICADAS EN OTRA PARTE",True
4710,10/11/2015 10:37,10/11/2015 10:37,K73.9,"HEPATITIS CRONICA, NO ESPECIFICADA",True
4711,10/11/2015 10:37,10/11/2015 10:37,K74,FIBROSIS Y CIRROSIS DEL HIGADO,True
4712,10/11/2015 10:37,10/11/2015 10:37,K74.0,FIBROSIS HEPATICA,True
4713,10/11/2015 10:37,10/11/2015 10:37,K74.1,ESCLEROSIS HEPATICA,True
4714,10/11/2015 10:37,10/11/2015 10:37,K74.2,FIBROSIS HEPATICA CON ESCLEROSIS HEPATICA,True
4715,10/11/2015 10:37,10/11/2015 10:37,K74.3,CIRROSIS BILIAR PRIMARIA,True
4716,10/11/2015 10:37,10/11/2015 10:37,K74.4,CIRROSIS BILIAR SECUNDARIA,True
4717,10/11/2015 10:37,10/11/2015 10:37,K74.5,"CIRROSIS BILIAR, NO ESPECIFICADA",True
4718,10/11/2015 10:37,10/11/2015 10:37,K74.6,OTRAS CIRROSIS DEL HIGADO Y LAS NO ESPECIFICADAS,True
4719,10/11/2015 10:37,10/11/2015 10:37,K75,OTRAS ENFERMEDADES INFLAMATORIAS DEL HIGADO,True
4720,10/11/2015 10:37,10/11/2015 10:37,K75.0,ABSCESO DEL HIGADO,True
4721,10/11/2015 10:37,10/11/2015 10:37,K75.1,FLEBITIS DE LA VENA PORTA,True
4722,10/11/2015 10:37,10/11/2015 10:37,K75.2,HEPATITIS REACTIVA NO ESPECIFICA,True
4723,10/11/2015 10:37,10/11/2015 10:37,K75.3,"HEPATITIS GRANULOMATOSA, NO CLASIFICADA EN OTRA PARTE",True
4724,10/11/2015 10:37,10/11/2015 10:37,K75.8,"OTRAS ENFERMEDADES INFLAMATORIAS DEL HIGADO, ESPECIFICADAS",True
4725,10/11/2015 10:37,10/11/2015 10:37,K75.9,"ENFERMEDAD INFLAMATORIA DEL HIGADO, NO ESPECIFICADA",True
4726,10/11/2015 10:37,10/11/2015 10:37,K76,OTRAS ENFERMEDADES DEL HIGADO,True
4727,10/11/2015 10:37,10/11/2015 10:37,K76.0,"DEGENERACION GRASA DEL HIGADO, NO CLASIFICADA EN OTRA PARTE",True
4728,10/11/2015 10:37,10/11/2015 10:37,K76.1,CONGESTION PASIVA CRONICA DEL HIGADO,True
4729,10/11/2015 10:37,10/11/2015 10:37,K76.2,NECROSIS HEMORRAGICA CENTRAL DEL HIGADO,True
4730,10/11/2015 10:37,10/11/2015 10:37,K76.3,INFARTO DEL HIGADO,True
4731,10/11/2015 10:37,10/11/2015 10:37,K76.4,PELIOSIS HEPATICA,True
4732,10/11/2015 10:37,10/11/2015 10:37,K76.5,ENFERMEDAD VENO-OCLUSIVA DEL HIGADO,True
4733,10/11/2015 10:37,10/11/2015 10:37,K76.6,HIPERTENSION PORTAL,True
4734,10/11/2015 10:37,10/11/2015 10:37,K76.7,SINDROME HEPATORRENAL,True
4735,10/11/2015 10:37,10/11/2015 10:37,K76.8,OTRAS ENFERMEDADES ESPECIFICADAS DEL HIGADO,True
4736,10/11/2015 10:37,10/11/2015 10:37,K76.9,"ENFERMEDAD DEL HIGADO, NO ESPECIFICADA",True
4737,10/11/2015 10:37,10/11/2015 10:37,K77.0,TRASTORNOS DEL HIGADO EN ENFERMEDADES INFECCIOSAS Y PARASITARIAS CLASIFICADAS EN OTRA PARTE,True
4738,10/11/2015 10:37,10/11/2015 10:37,K77.8,TRASTORNOS DEL HIGADO EN OTRAS ENFERMEDADES CLASIFICADAS EN OTRA PARTE,True
4739,10/11/2015 10:37,10/11/2015 10:37,K80,COLELITIASIS,True
4740,10/11/2015 10:37,10/11/2015 10:37,K80.0,CALCULO DE LA VESICULA BILIAR CON COLECISTITIS AGUDA,True
4741,10/11/2015 10:37,10/11/2015 10:37,K80.1,CALCULO DE LA VESICULA BILIAR CON OTRA COLECISTITIS,True
4742,10/11/2015 10:37,10/11/2015 10:37,K80.2,CALCULO DE LA VESICULA BILIAR SIN COLECISTITIS,True
4743,10/11/2015 10:37,10/11/2015 10:37,K80.3,CALCULO DE CONDUCTO BILIAR CON COLANGITIS,True
4744,10/11/2015 10:37,10/11/2015 10:37,K80.4,CALCULO DE CONDUCTO BILIAR CON COLECISTITIS,True
4745,10/11/2015 10:37,10/11/2015 10:37,K80.5,CALCULO DE CONDUCTO BILIAR SIN COLANGITIS NI COLECISTITIS,True
4746,10/11/2015 10:37,10/11/2015 10:37,K80.8,OTRAS COLELITIASIS,True
4747,10/11/2015 10:37,10/11/2015 10:37,K81,COLECISTITIS,True
4748,10/11/2015 10:37,10/11/2015 10:37,K81.0,COLECISTITIS AGUDA,True
4749,10/11/2015 10:37,10/11/2015 10:37,K81.1,COLECISTITIS CRONICA,True
4750,10/11/2015 10:37,10/11/2015 10:37,K81.8,OTRAS COLECISTITIS,True
4751,10/11/2015 10:37,10/11/2015 10:37,K81.9,"COLECISTITIS, NO ESPECIFICADA",True
4752,10/11/2015 10:37,10/11/2015 10:37,K82,OTRAS ENFERMEDADES DE LA VESICULA BILIAR,True
4753,10/11/2015 10:37,10/11/2015 10:37,K82.0,OBSTRUCCION DE LA VESICULA BILIAR,True
4754,10/11/2015 10:37,10/11/2015 10:37,K82.1,HIDROPESIA DE LA VESICULA BILIAR,True
4755,10/11/2015 10:37,10/11/2015 10:37,K82.2,PERFORACION DE LA VESICULA BILIAR,True
4756,10/11/2015 10:37,10/11/2015 10:37,K82.3,FISTULA DE LA VESICULA BILIAR,True
4757,10/11/2015 10:37,10/11/2015 10:37,K82.4,COLESTEROLOSIS DE LA VESICULA BILIAR,True
4758,10/11/2015 10:37,10/11/2015 10:37,K82.8,OTRAS ENFERMEDADES ESPECIFICADAS DE LA VESICULA BILIAR,True
4759,10/11/2015 10:37,10/11/2015 10:37,K82.9,"ENFERMEDAD DE LA VESICULA BILIAR, NO ESPECIFICADA",True
4760,10/11/2015 10:37,10/11/2015 10:37,K83,OTRAS ENFERMEDADES DE LAS VIAS BILIARES,True
4761,10/11/2015 10:37,10/11/2015 10:37,K83.0,COLANGITIS,True
4762,10/11/2015 10:37,10/11/2015 10:37,K83.1,OBSTRUCCION DEL CONDUCTO BILIAR,True
4763,10/11/2015 10:37,10/11/2015 10:37,K83.2,PERFORACION DEL CONDUCTO BILIAR,True
4764,10/11/2015 10:37,10/11/2015 10:37,K83.3,FISTULA DEL CONDUCTO BILIAR,True
4765,10/11/2015 10:37,10/11/2015 10:37,K83.4,ESPASMO DEL ESFINTER DE ODDI,True
4766,10/11/2015 10:37,10/11/2015 10:37,K83.5,QUISTE BILIAR,True
4767,10/11/2015 10:37,10/11/2015 10:37,K83.8,OTRAS ENFERMEDADES ESPECIFICADAS DE LAS VIAS BILIARES,True
4768,10/11/2015 10:37,10/11/2015 10:37,K83.9,"ENFERMEDAD DE LAS VIAS BILIARES, NO ESPECIFICADA",True
4769,10/11/2015 10:37,10/11/2015 10:37,K85.X,PANCREATITIS AGUDA,True
4770,10/11/2015 10:37,10/11/2015 10:37,K86,OTRAS ENFERMEDADES DEL PANCREAS,True
4771,10/11/2015 10:37,10/11/2015 10:37,K86.0,PANCREATITIS CRONICA INDUCIDA POR EL ALCOHOL,True
4772,10/11/2015 10:37,10/11/2015 10:37,K86.1,OTRAS PANCREATITIS CRONICAS,True
4773,10/11/2015 10:37,10/11/2015 10:37,K86.2,QUISTE DEL PANCREAS,True
4774,10/11/2015 10:37,10/11/2015 10:37,K86.3,SEUDOQUISTE DEL PANCREAS,True
4775,10/11/2015 10:37,10/11/2015 10:37,K86.8,OTRAS ENFERMEDADES ESPECIFICADAS DEL PANCREAS,True
4776,10/11/2015 10:37,10/11/2015 10:37,K86.9,"ENFERMEDAD DEL PANCREAS, NO ESPECIFICADA",True
4777,10/11/2015 10:37,10/11/2015 10:37,K87.0,TRASTORNOS DE LA VESICULA BILIAR Y DE LAS VIAS BILIARES EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,True
4778,10/11/2015 10:37,10/11/2015 10:37,K87.1,TRASTORNOS DEL PANCREAS EN ENFERMEDADES CLASIFICADAS EN OTRA PARTE,True
4779,10/11/2015 10:37,10/11/2015 10:37,K90,MALABSORCION INTESTINAL,True
4780,10/11/2015 10:37,10/11/2015 10:37,K90.0,ENFERMEDAD CELIACA,True
4781,10/11/2015 10:37,10/11/2015 10:37,K90.1,ESPRUE TROPICAL,True
4782,10/11/2015 10:37,10/11/2015 10:37,K90.2,"SINDROME DEL ASA CIEGA, NO CLASIFICADO EN OTRA PARTE",True
4783,10/11/2015 10:37,10/11/2015 10:37,K90.3,ESTEATORREA PANCREATICA,True
4784,10/11/2015 10:37,10/11/2015 10:37,K90.4,"MALABSORCION DEBIDA A INTOLERANCIA, NO CLASIFICADA EN OTRA PARTE",True
4785,10/11/2015 10:37,10/11/2015 10:37,K90.8,OTROS TIPOS DE MALABSORCION INTESTINAL,True
4786,10/11/2015 10:37,10/11/2015 10:37,K90.9,"MALABSORCION INTESTINAL, NO ESPECIFICADA",True
4787,10/11/2015 10:37,10/11/2015 10:37,K91,"TRASTORNOS DEL SISTEMA DIGESTIVO CONSECUTIVOS A PROCEDIMIENTOS, NO CLASIFICADOS EN OTRA PARTE",True
4788,10/11/2015 10:37,10/11/2015 10:37,K91.0,VOMITO POSTCIRUGIA GASTROINTESTINAL,True
4789,10/11/2015 10:37,10/11/2015 10:37,K91.1,SINDROMES CONSECUTIVOS A LA CIRUGIA GASTRICA,True
4790,10/11/2015 10:37,10/11/2015 10:37,K91.2,"MALABSORCION POSTQUIRURGICA, NO CLASIFICADA EN OTRA PARTE",True
4791,10/11/2015 10:37,10/11/2015 10:37,K91.3,OBSTRUCCION INTESTINAL POSTOPERATORIA,True
4792,10/11/2015 10:37,10/11/2015 10:37,K91.4,DISFUNCION DE COLOSTOMIA O ENTEROSTOMIA,True
4793,10/11/2015 10:37,10/11/2015 10:37,K91.5,SINDROME POSTCOLECISTECTOMIA,True
