id,created,modified,codigo,habilitado,nombre
1426,10/11/2015 10:37,10/11/2015 10:37,C96.9,True,"TUMOR MALIGNO DEL TEJIDO LINFATICO, HEMATOPOYETICO Y TEJIDOS AFINES, SIN OTRA ESPECIFICACION"
1427,10/11/2015 10:37,10/11/2015 10:37,C97.X,True,TUMORES MALIGNOS (PRIMARIOS) DE SITIOS MULTIPLES INDEPENDIENTES
1428,10/11/2015 10:37,10/11/2015 10:37,D00,True,"CARCINOMA IN SITU DE LA CAVIDAD BUCAL, DEL ESOFAGO Y DEL ESTOMAGO"
1429,10/11/2015 10:37,10/11/2015 10:37,D00.0,True,"CARCINOMA IN SITU DEL LABIO, DE LA CAVIDAD BUCAL Y DE LA FARINGE"
1430,10/11/2015 10:37,10/11/2015 10:37,D00.1,True,CARCINOMA IN SITU DEL ESOFAGO
1431,10/11/2015 10:37,10/11/2015 10:37,D00.2,True,CARCINOMA IN SITU DEL ESTOMAGO
1432,10/11/2015 10:37,10/11/2015 10:37,D01,True,CARCINOMA IN SITU DE OTROS ORGANOS DIGESTIVOS Y DE LOS NO ESPECIFICADOS
1433,10/11/2015 10:37,10/11/2015 10:37,D01.0,True,CARCINOMA IN SITU DEL COLON
1434,10/11/2015 10:37,10/11/2015 10:37,D01.1,True,CARCINOMA IN SITU DE LA UNION RECTOSIGMOIDEA
1435,10/11/2015 10:37,10/11/2015 10:37,D01.2,True,CARCINOMA IN SITU DEL RECTO
1436,10/11/2015 10:37,10/11/2015 10:37,D01.3,True,CARCINOMA IN SITU DEL ANO Y DEL CONDUCTO ANAL
1437,10/11/2015 10:37,10/11/2015 10:37,D01.4,True,CARCINOMA IN SITU DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL INTESTINO
1438,10/11/2015 10:37,10/11/2015 10:37,D01.5,True,"CARCINOMA IN SITU DEL HIGADO, DE LA VESICULA BILIAR Y DEL CONDUCTO BILIAR"
1439,10/11/2015 10:37,10/11/2015 10:37,D01.7,True,CARCINOMA IN SITU DE OTRAS PARTES ESPECIFICADAS DE ORGANOS DIGESTIVOS
1440,10/11/2015 10:37,10/11/2015 10:37,D01.9,True,CARCINOMA IN SITU DE ORGANOS DIGESTIVOS NO ESPECIFICADOS
1441,10/11/2015 10:37,10/11/2015 10:37,D02,True,CARCINOMA IN SITU DEL SISTEMA RESPIRATORIO Y DEL OIDO MEDIO
1442,10/11/2015 10:37,10/11/2015 10:37,D02.0,True,CARCINOMA IN SITU DE LA LARINGE
1443,10/11/2015 10:37,10/11/2015 10:37,D02.1,True,CARCINOMA IN SITU DE LA TRAQUEA
1444,10/11/2015 10:37,10/11/2015 10:37,D02.2,True,CARCINOMA IN SITU DEL BRONQUIO Y DEL PULMON
1445,10/11/2015 10:37,10/11/2015 10:37,D02.3,True,CARCINOMA IN SITU DE OTRAS PARTES DEL SISTEMA RESPIRATORIO
1446,10/11/2015 10:37,10/11/2015 10:37,D02.4,True,CARCINOMA IN SITU DE ORGANOS RESPIRATORIOS NO ESPECIFICADOS
1447,10/11/2015 10:37,10/11/2015 10:37,D03,True,MELANOMA IN SITU
1448,10/11/2015 10:37,10/11/2015 10:37,D03.0,True,MELANOMA IN SITU DEL LABIO
1449,10/11/2015 10:37,10/11/2015 10:37,D03.1,True,MELANOMA IN SITU DEL PARPADO Y DE LA COMISURA PALPEBRAL
1450,10/11/2015 10:37,10/11/2015 10:37,D03.2,True,MELANOMA IN SITU DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO
1451,10/11/2015 10:37,10/11/2015 10:37,D03.3,True,MELANOMA IN SITU DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA
1452,10/11/2015 10:37,10/11/2015 10:37,D03.4,True,MELANOMA IN SITU DEL CUERO CABELLUDO Y DEL CUELLO
1453,10/11/2015 10:37,10/11/2015 10:37,D03.5,True,MELANOMA IN SITU DEL TRONCO
1454,10/11/2015 10:37,10/11/2015 10:37,D03.6,True,"MELANOMA IN SITU DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO"
1455,10/11/2015 10:37,10/11/2015 10:37,D03.7,True,"MELANOMA IN SITU DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA"
1456,10/11/2015 10:37,10/11/2015 10:37,D03.8,True,MELANOMA IN SITU DE OTROS SITIOS
1457,10/11/2015 10:37,10/11/2015 10:37,D03.9,True,"MELANOMA IN SITU, SITIO NO ESPECIFICADO"
1458,10/11/2015 10:37,10/11/2015 10:37,D04,True,CARCINOMA IN SITU DE LA PIEL
1459,10/11/2015 10:37,10/11/2015 10:37,D04.0,True,CARCINOMA IN SITU DE LA PIEL DEL LABIO
1460,10/11/2015 10:37,10/11/2015 10:37,D04.1,True,CARCINOMA IN SITU DE LA PIEL DEL PARPADO Y DE LA COMISURA PALPEBRAL
1461,10/11/2015 10:37,10/11/2015 10:37,D04.2,True,CARCINOMA IN SITU DE LA PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO
1462,10/11/2015 10:37,10/11/2015 10:37,D04.3,True,CARCINOMA IN SITU DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA
1463,10/11/2015 10:37,10/11/2015 10:37,D04.4,True,CARCINOMA IN SITU DE LA PIEL DEL CUERO CABELLUDO Y CUELLO
1464,10/11/2015 10:37,10/11/2015 10:37,D04.5,True,CARCINOMA IN SITU DE LA PIEL DEL TRONCO
1465,10/11/2015 10:37,10/11/2015 10:37,D04.6,True,"CARCINOMA IN SITU DE LA PIEL DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO"
1466,10/11/2015 10:37,10/11/2015 10:37,D04.7,True,"CARCINOMA IN SITU DE LA PIEL DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA"
1467,10/11/2015 10:37,10/11/2015 10:37,D04.8,True,CARCINOMA IN SITU DE LA PIEL DE OTROS SITIOS ESPECIFICADOS
1468,10/11/2015 10:37,10/11/2015 10:37,D04.9,True,"CARCINOMA IN SITU DE LA PIEL, SITIO NO ESPECIFICADO"
1469,10/11/2015 10:37,10/11/2015 10:37,D05,True,CARCINOMA IN SITU DE LA MAMA
1470,10/11/2015 10:37,10/11/2015 10:37,D05.0,True,CARCINOMA IN SITU LOBULAR
1471,10/11/2015 10:37,10/11/2015 10:37,D05.1,True,CARCINOMA IN SITU INTRACANALICULAR
1472,10/11/2015 10:37,10/11/2015 10:37,D05.7,True,OTROS CARCINOMAS IN SITU DE LA MAMA
1473,10/11/2015 10:37,10/11/2015 10:37,D05.9,True,"CARCINOMA IN SITU DE LA MAMA, PARTE NO ESPECIFICADA"
1474,10/11/2015 10:37,10/11/2015 10:37,D06,True,CARCINOMA IN SITU DEL CUELLO DEL UTERO
1475,10/11/2015 10:37,10/11/2015 10:37,D06.0,True,CARCINOMA IN SITU DEL ENDOCERVIX
1476,10/11/2015 10:37,10/11/2015 10:37,D06.1,True,CARCINOMA IN SITU DEL EXOCERVIX
1477,10/11/2015 10:37,10/11/2015 10:37,D06.7,True,CARCINOMA IN SITU DE OTRAS PARTES ESPECIFICADAS DEL CUELLO DEL UTERO
1478,10/11/2015 10:37,10/11/2015 10:37,D06.9,True,"CARCINOMA IN SITU DEL CUELLO DEL UTERO, PARTE NO ESPECIFICADA"
1479,10/11/2015 10:37,10/11/2015 10:37,D07,True,CARCINOMA IN SITU DE OTROS ORGANOS GENITALES Y DE LOS NO ESPECIFICADOS
1480,10/11/2015 10:37,10/11/2015 10:37,D07.0,True,CARCINOMA IN SITU DEL ENDOMETRIO
1481,10/11/2015 10:37,10/11/2015 10:37,D07.1,True,CARCINOMA IN SITU DE LA VULVA
1482,10/11/2015 10:37,10/11/2015 10:37,D07.2,True,CARCINOMA IN SITU DE LA VAGINA
1483,10/11/2015 10:37,10/11/2015 10:37,D07.3,True,CARCINOMA IN SITU DE OTROS SITIOS DE ORGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS
1484,10/11/2015 10:37,10/11/2015 10:37,D07.4,True,CARCINOMA IN SITU DEL PENE
1485,10/11/2015 10:37,10/11/2015 10:37,D07.5,True,CARCINOMA IN SITU DE LA PROSTATA
1486,10/11/2015 10:37,10/11/2015 10:37,D07.6,True,CARCINOMA IN SITU DE OTROS ORGANOS GENITALES MASCULINOS Y DE LOS NO ESPECIFICADOS
1487,10/11/2015 10:37,10/11/2015 10:37,D09,True,CARCINOMA IN SITU DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS
1488,10/11/2015 10:37,10/11/2015 10:37,D09.0,True,CARCINOMA IN SITU DE LA VEJIGA
1489,10/11/2015 10:37,10/11/2015 10:37,D09.1,True,CARCINOMA IN SITU DE OTROS ORGANOS URINARIOS Y DE LOS NO ESPECIFICADOS
1490,10/11/2015 10:37,10/11/2015 10:37,D09.2,True,CARCINOMA IN SITU DEL OJO
1491,10/11/2015 10:37,10/11/2015 10:37,D09.3,True,CARCINOMA IN SITU DE LA GLANDULA TIROIDES Y DE OTRAS GLANDULAS ENDOCRINAS
1492,10/11/2015 10:37,10/11/2015 10:37,D09.7,True,CARCINOMA IN SITU DE OTROS SITIOS ESPECIFICADOS
1493,10/11/2015 10:37,10/11/2015 10:37,D09.9,True,"CARCINOMA IN SITU, SITIO NO ESPECIFICADO"
1494,10/11/2015 10:37,10/11/2015 10:37,D10,True,TUMOR BENIGNO DE LA BOCA Y DE LA FARINGE
1495,10/11/2015 10:37,10/11/2015 10:37,D10.0,True,TUMOR BENIGNO DEL LABIO
1496,10/11/2015 10:37,10/11/2015 10:37,D10.1,True,TUMOR BENIGNO DE LA LENGUA
1497,10/11/2015 10:37,10/11/2015 10:37,D10.2,True,TUMOR BENIGNO DEL PISO DE LA BOCA
1498,10/11/2015 10:37,10/11/2015 10:37,D10.3,True,TUMOR BENIGNO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA BOCA
1499,10/11/2015 10:37,10/11/2015 10:37,D10.4,True,TUMOR BENIGNO DE LA AMIGDALA
1500,10/11/2015 10:37,10/11/2015 10:37,D10.5,True,TUMOR BENIGNO DE OTRAS PARTES DE LA OROFARINGE
1501,10/11/2015 10:37,10/11/2015 10:37,D10.6,True,TUMOR BENIGNO DE LA NASOFARINGE
1502,10/11/2015 10:37,10/11/2015 10:37,D10.7,True,TUMOR BENIGNO DE LA HIPOFARINGE
1503,10/11/2015 10:37,10/11/2015 10:37,D10.9,True,"TUMOR BENIGNO DE LA FARINGE, PARTE NO ESPECIFICADA"
1504,10/11/2015 10:37,10/11/2015 10:37,D11,True,TUMOR BENIGNO DE LAS GLANDULAS SALIVALES MAYORES
1505,10/11/2015 10:37,10/11/2015 10:37,D11.0,True,TUMOR BENIGNO DE LA GLANDULA PAROTIDA
1506,10/11/2015 10:37,10/11/2015 10:37,D11.7,True,TUMOR BENIGNO DE OTRAS GLANDULAS SALIVALES MAYORES ESPECIFICADAS
1507,10/11/2015 10:37,10/11/2015 10:37,D11.9,True,"TUMOR BENIGNO DE LA GLANDULA SALIVAL MAYOR, SIN OTRA ESPECIFICACION"
1508,10/11/2015 10:37,10/11/2015 10:37,D12,True,"TUMOR BENIGNO DEL COLON, DEL RECTO, DEL CONDUCTO ANAL Y DEL ANO"
1509,10/11/2015 10:37,10/11/2015 10:37,D12.0,True,TUMOR BENIGNO DEL CIEGO
1510,10/11/2015 10:37,10/11/2015 10:37,D12.1,True,TUMOR BENIGNO DEL APENDICE
1511,10/11/2015 10:37,10/11/2015 10:37,D12.2,True,TUMOR BENIGNO DEL COLON ASCENDENTE
1512,10/11/2015 10:37,10/11/2015 10:37,D12.3,True,TUMOR BENIGNO DEL COLON TRANSVERSO
1513,10/11/2015 10:37,10/11/2015 10:37,D12.4,True,TUMOR BENIGNO DEL COLON DESCENDENTE
1514,10/11/2015 10:37,10/11/2015 10:37,D12.5,True,TUMOR BENIGNO DEL COLON SIGMOIDE
1515,10/11/2015 10:37,10/11/2015 10:37,D12.6,True,"TUMOR BENIGNO DEL COLON, PARTE NO ESPECIFICADA"
1516,10/11/2015 10:37,10/11/2015 10:37,D12.7,True,TUMOR BENIGNO DE LA UNION RECTOSIGMOIDEA
1517,10/11/2015 10:37,10/11/2015 10:37,D12.8,True,TUMOR BENIGNO DEL RECTO
1518,10/11/2015 10:37,10/11/2015 10:37,D12.9,True,TUMOR BENIGNO DEL CONDUCTO ANAL Y DEL ANO
1519,10/11/2015 10:37,10/11/2015 10:37,D13,True,TUMOR BENIGNO DE OTRAS PARTES Y DE LAS MAL DEFINIDAS DEL SISTEMA DIGESTIVO
1520,10/11/2015 10:37,10/11/2015 10:37,D13.0,True,TUMOR BENIGNO DEL ESOFAGO
1521,10/11/2015 10:37,10/11/2015 10:37,D13.1,True,TUMOR BENIGNO DEL ESTOMAGO
1522,10/11/2015 10:37,10/11/2015 10:37,D13.2,True,TUMOR BENIGNO DEL DUODENO
1523,10/11/2015 10:37,10/11/2015 10:37,D13.3,True,TUMOR BENIGNO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DEL INTESTINO DELGADO
1524,10/11/2015 10:37,10/11/2015 10:37,D13.4,True,TUMOR BENIGNO DEL HIGADO
1525,10/11/2015 10:37,10/11/2015 10:37,D13.5,True,TUMOR BENIGNO DE LAS VIAS BILIARES EXTRAHEPATICAS
1526,10/11/2015 10:37,10/11/2015 10:37,D13.6,True,TUMOR BENIGNO DEL PANCREAS
1527,10/11/2015 10:37,10/11/2015 10:37,D13.7,True,TUMOR BENIGNO DEL PANCREAS ENDOCRINO
1528,10/11/2015 10:37,10/11/2015 10:37,D13.9,True,TUMOR BENIGNO DE SITIOS MAL DEFINIDOS DEL SISTEMA DIGESTIVO
1529,10/11/2015 10:37,10/11/2015 10:37,D14,True,TUMOR BENIGNO DEL OIDO MEDIO Y DEL SISTEMA RESPIRATORIO
1530,10/11/2015 10:37,10/11/2015 10:37,D14.0,True,"TUMOR BENIGNO DEL OIDO MEDIO, DE LA CAVIDAD NASAL Y DE LOS SENOS PARANASALES"
1531,10/11/2015 10:37,10/11/2015 10:37,D14.1,True,TUMOR BENIGNO DE LA LARINGE
1532,10/11/2015 10:37,10/11/2015 10:37,D14.2,True,TUMOR BENIGNO DE LA TRAQUEA
1533,10/11/2015 10:37,10/11/2015 10:37,D14.3,True,TUMOR BENIGNO DE LOS BRONQUIOS Y DEL PULMON
1534,10/11/2015 10:37,10/11/2015 10:37,D14.4,True,"TUMOR BENIGNO DEL SISTEMA RESPIRATORIO, SITIO NO ESPECIFICADO"
1535,10/11/2015 10:37,10/11/2015 10:37,D15,True,TUMOR BENIGNO DE OTROS ORGANOS INTRATORACICOS Y DE LOS NO ESPECIFICADOS
1536,10/11/2015 10:37,10/11/2015 10:37,D15.0,True,TUMOR BENIGNO DEL TIMO
1537,10/11/2015 10:37,10/11/2015 10:37,D15.1,True,TUMOR BENIGNO DEL CORAZON
1538,10/11/2015 10:37,10/11/2015 10:37,D15.2,True,TUMOR BENIGNO DEL MEDIASTINO
1539,10/11/2015 10:37,10/11/2015 10:37,D15.7,True,TUMOR BENIGNO DE OTROS ORGANOS INTRATORACICOS ESPECIFICADOS
1540,10/11/2015 10:37,10/11/2015 10:37,D15.9,True,TUMOR BENIGNO DE ORGANO INTRATORACICO NO ESPECIFICADO
1541,10/11/2015 10:37,10/11/2015 10:37,D16,True,TUMOR BENIGNO DEL HUESO Y DEL CARTILAGO ARTICULAR
1542,10/11/2015 10:37,10/11/2015 10:37,D16.0,True,TUMOR BENIGNO DEL OMOPLATO Y HUESOS LARGOS DEL MIEMBRO SUPERIOR
1543,10/11/2015 10:37,10/11/2015 10:37,D16.1,True,TUMOR BENIGNO DE LOS HUESOS CORTOS DEL MIEMBRO SUPERIOR
1544,10/11/2015 10:37,10/11/2015 10:37,D16.2,True,TUMOR BENIGNO DE LOS HUESOS LARGOS DEL MIEMBRO INFERIOR
1545,10/11/2015 10:37,10/11/2015 10:37,D16.3,True,TUMOR BENIGNO DE LOS HUESOS CORTOS DEL MIEMBRO INFERIOR
1546,10/11/2015 10:37,10/11/2015 10:37,D16.4,True,TUMOR BENIGNO DE LOS HUESOS DEL CRANEO Y DE LA CARA
1547,10/11/2015 10:37,10/11/2015 10:37,D16.5,True,TUMOR BENIGNO DEL MAXILAR INFERIOR
1548,10/11/2015 10:37,10/11/2015 10:37,D16.6,True,TUMOR BENIGNO DE LA COLUMNA VERTEBRAL
1549,10/11/2015 10:37,10/11/2015 10:37,D16.7,True,"TUMOR BENIGNO DE LAS COSTILLAS, ESTERNON Y CLAVICULA"
1550,10/11/2015 10:37,10/11/2015 10:37,D16.8,True,"TUMOR BENIGNO DE LOS HUESOS PELVICOS, SACRO Y COCCIX"
1551,10/11/2015 10:37,10/11/2015 10:37,D16.9,True,"TUMOR BENIGNO DEL HUESO Y DEL CARTILAGO ARTICULAR, SITIO NO ESPECIFICADO"
1552,10/11/2015 10:37,10/11/2015 10:37,D17,True,TUMORES BENIGNOS LIPOMATOSOS
1553,10/11/2015 10:37,10/11/2015 10:37,D17.0,True,"TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTANEO DE CABEZA, CARA Y CUELLO"
1554,10/11/2015 10:37,10/11/2015 10:37,D17.1,True,TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTANEO DEL TRONCO
1555,10/11/2015 10:37,10/11/2015 10:37,D17.2,True,TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTANEO DE MIEMBROS
1556,10/11/2015 10:37,10/11/2015 10:37,D17.3,True,TUMOR BENIGNO LIPOMATOSO DE PIEL Y DE TEJIDO SUBCUTANEO DE OTROS SITIOS Y DE LOS NO ESPECIFICADOS
1557,10/11/2015 10:37,10/11/2015 10:37,D17.4,True,TUMOR BENIGNO LIPOMATOSO DE LOS ORGANOS INTRATORACICOS
1558,10/11/2015 10:37,10/11/2015 10:37,D17.5,True,TUMOR BENIGNO LIPOMATOSO DE LOS ORGANOS INTRAABDOMINALES
1559,10/11/2015 10:37,10/11/2015 10:37,D17.6,True,TUMOR BENIGNO LIPOMATOSO DEL CORDON ESPERMATICO
1560,10/11/2015 10:37,10/11/2015 10:37,D17.7,True,TUMOR BENIGNO LIPOMATOSO DE OTROS SITIOS ESPECIFICADOS
1561,10/11/2015 10:37,10/11/2015 10:37,D17.9,True,"TUMOR BENIGNO LIPOMATOSO, DE SITIO NO ESPECIFICADO"
1562,10/11/2015 10:37,10/11/2015 10:37,D18,True,HEMANGIOMA Y LINFANGIOMA DE CUALQUIER SITIO
1563,10/11/2015 10:37,10/11/2015 10:37,D18.0,True,"HEMANGIOMA, DE CUALQUIER SITIO"
1564,10/11/2015 10:37,10/11/2015 10:37,D18.1,True,"LINFANGIOMA, DE CUALQUIER SITIO"
1565,10/11/2015 10:37,10/11/2015 10:37,D19,True,TUMORES BENIGNOS DEL TEJIDO MESOTELIAL
1566,10/11/2015 10:37,10/11/2015 10:37,D19.0,True,TUMOR BENIGNO DEL TEJIDO MESOTELIAL DE LA PLEURA
1567,10/11/2015 10:37,10/11/2015 10:37,D19.1,True,TUMOR BENIGNO DEL TEJIDO MESOTELIAL DEL PERITONEO
1568,10/11/2015 10:37,10/11/2015 10:37,D19.7,True,TUMOR BENIGNO DEL TEJIDO MESOTELIAL DE OTROS SITIOS ESPECIFICADOS
1569,10/11/2015 10:37,10/11/2015 10:37,D19.9,True,"TUMOR BENIGNO DEL TEJIDO MESOTELIAL, DE SITIO NO ESPECIFICADO"
1570,10/11/2015 10:37,10/11/2015 10:37,D20,True,TUMOR BENIGNO DEL TEJIDO BLANDO DEL PERITONEO Y DEL RETROPERITONEO
1571,10/11/2015 10:37,10/11/2015 10:37,D20.0,True,TUMOR BENIGNO DEL RETROPERITONEO
1572,10/11/2015 10:37,10/11/2015 10:37,D20.1,True,TUMOR BENIGNO DEL PERITONEO
1573,10/11/2015 10:37,10/11/2015 10:37,D21,True,OTROS TUMORES BENIGNOS DEL TEJIDO CONJUNTIVO Y DE LOS TEJIDOS BLANDOS
1574,10/11/2015 10:37,10/11/2015 10:37,D21.0,True,"TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y DE OTROS TEJIDOS BLANDOS DE CABEZA, CARA Y CUELLO"
1575,10/11/2015 10:37,10/11/2015 10:37,D21.1,True,"TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y DE OTROS TEJIDOS BLANDOS DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO"
1576,10/11/2015 10:37,10/11/2015 10:37,D21.2,True,"TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y DE OTROS TEJIDOS BLANDOS DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA"
1577,10/11/2015 10:37,10/11/2015 10:37,D21.3,True,TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y DE OTROS TEJIDOS BLANDOS DEL TORAX
1578,10/11/2015 10:37,10/11/2015 10:37,D21.4,True,TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y OTROS TEJIDOS BLANDOS DEL ABDOMEN
1579,10/11/2015 10:37,10/11/2015 10:37,D21.5,True,TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y OTROS TEJIDOS BLANDOS DE LA PELVIS
1580,10/11/2015 10:37,10/11/2015 10:37,D21.6,True,"TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y OTROS TEJIDOS BLANDOS DEL TRONCO, SIN OTRA ESPECIFICACION"
1581,10/11/2015 10:37,10/11/2015 10:37,D21.9,True,"TUMOR BENIGNO DEL TEJIDO CONJUNTIVO Y OTROS TEJIDOS BLANDOS, DE SITIO NO ESPECIFICADO"
1582,10/11/2015 10:37,10/11/2015 10:37,D22,True,NEVO MELANOCITICO
1583,10/11/2015 10:37,10/11/2015 10:37,D22.0,True,NEVO MELANOCITICO DEL LABIO
1584,10/11/2015 10:37,10/11/2015 10:37,D22.1,True,"NEVO MELANOCITICO DEL PARPADO, INCLUIDA LA COMISURA PALPEBRAL"
1585,10/11/2015 10:37,10/11/2015 10:37,D22.2,True,NEVO MELANOCITICO DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO
1586,10/11/2015 10:37,10/11/2015 10:37,D22.3,True,NEVO MELANOCITICO DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA
1587,10/11/2015 10:37,10/11/2015 10:37,D22.4,True,NEVO MELANOCITICO DEL CUERO CABELLUDO Y DEL CUELLO
1588,10/11/2015 10:37,10/11/2015 10:37,D22.5,True,NEVO MELANOCITICO DEL TRONCO
1589,10/11/2015 10:37,10/11/2015 10:37,D22.6,True,"NEVO MELANOCITICO DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO"
1590,10/11/2015 10:37,10/11/2015 10:37,D22.7,True,"NEVO MELANOCITICO DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA"
1591,10/11/2015 10:37,10/11/2015 10:37,D22.9,True,"NEVO MELANOCITICO, SITIO NO ESPECIFICADO"
1592,10/11/2015 10:37,10/11/2015 10:37,D23,True,OTROS TUMORES BENIGNOS DE LA PIEL
1593,10/11/2015 10:37,10/11/2015 10:37,D23.0,True,TUMOR BENIGNO DE LA PIEL DEL LABIO
1594,10/11/2015 10:37,10/11/2015 10:37,D23.1,True,"TUMOR BENIGNO DE LA PIEL DEL PARPADO, INCLUIDA LA COMISURA PALPEBRAL"
1595,10/11/2015 10:37,10/11/2015 10:37,D23.2,True,TUMOR BENIGNO DE LA PIEL DE LA OREJA Y DEL CONDUCTO AUDITIVO EXTERNO
1596,10/11/2015 10:37,10/11/2015 10:37,D23.3,True,TUMOR BENIGNO DE LA PIEL DE OTRAS PARTES Y DE LAS NO ESPECIFICADAS DE LA CARA
1597,10/11/2015 10:37,10/11/2015 10:37,D23.4,True,TUMOR BENIGNO DE LA PIEL DEL CUERO CABELLUDO Y DEL CUELLO
1598,10/11/2015 10:37,10/11/2015 10:37,D23.5,True,TUMOR BENIGNO DE LA PIEL DEL TRONCO
1599,10/11/2015 10:37,10/11/2015 10:37,D23.6,True,"TUMOR BENIGNO DE LA PIEL DEL MIEMBRO SUPERIOR, INCLUIDO EL HOMBRO"
1600,10/11/2015 10:37,10/11/2015 10:37,D23.7,True,"TUMOR BENIGNO DE LA PIEL DEL MIEMBRO INFERIOR, INCLUIDA LA CADERA"
1601,10/11/2015 10:37,10/11/2015 10:37,D23.9,True,"TUMOR BENIGNO DE LA PIEL, SITIO NO ESPECIFICADO"
1602,10/11/2015 10:37,10/11/2015 10:37,D24.X,True,TUMOR BENIGNO DE LA MAMA
1603,10/11/2015 10:37,10/11/2015 10:37,D25,True,LEIOMIOMA DEL UTERO
1604,10/11/2015 10:37,10/11/2015 10:37,D25.0,True,LEIOMIOMA SUBMUCOSO DEL UTERO
1605,10/11/2015 10:37,10/11/2015 10:37,D25.1,True,LEIOMIOMA INTRAMURAL DEL UTERO
1606,10/11/2015 10:37,10/11/2015 10:37,D25.2,True,LEIOMIOMA SUBSEROSO DEL UTERO
1607,10/11/2015 10:37,10/11/2015 10:37,D25.9,True,"LEIOMIOMA DEL UTERO, SIN OTRA ESPECIFICACION"
1608,10/11/2015 10:37,10/11/2015 10:37,D26,True,OTROS TUMORES BENIGNOS DEL UTERO
1609,10/11/2015 10:37,10/11/2015 10:37,D26.0,True,TUMOR BENIGNO DEL CUELLO DEL UTERO
1610,10/11/2015 10:37,10/11/2015 10:37,D26.1,True,TUMOR BENIGNO DEL CUERPO DEL UTERO
1611,10/11/2015 10:37,10/11/2015 10:37,D26.7,True,TUMOR BENIGNO DE OTRAS PARTES ESPECIFICADAS DEL UTERO
1612,10/11/2015 10:37,10/11/2015 10:37,D26.9,True,"TUMOR BENIGNO DEL UTERO, PARTE NO ESPECIFICADA"
1613,10/11/2015 10:37,10/11/2015 10:37,D27.X,True,TUMOR BENIGNO DEL OVARIO
1614,10/11/2015 10:37,10/11/2015 10:37,D28,True,TUMOR BENIGNO DE OTROS ORGANOS GENITALES FEMENINOS Y DE LOS NO ESPECIFICADOS
1615,10/11/2015 10:37,10/11/2015 10:37,D28.0,True,TUMOR BENIGNO DE LA VULVA
1616,10/11/2015 10:37,10/11/2015 10:37,D28.1,True,TUMOR BENIGNO DE LA VAGINA
1617,10/11/2015 10:37,10/11/2015 10:37,D28.2,True,TUMOR BENIGNO DE LA TROMPA DE FALOPIO Y DE LOS LIGAMENTOS UTERINOS
1618,10/11/2015 10:37,10/11/2015 10:37,D28.7,True,TUMOR BENIGNO DE OTROS SITIOS ESPECIFICADOS DE LOS ORGANOS GENITALES FEMENINOS
1619,10/11/2015 10:37,10/11/2015 10:37,D28.9,True,"TUMOR BENIGNO DE ORGANO GENITAL FEMENINO, SITIO NO ESPECIFICADO"
1620,10/11/2015 10:37,10/11/2015 10:37,D29,True,TUMOR BENIGNO DE LOS ORGANOS GENITALES MASCULINOS
1621,10/11/2015 10:37,10/11/2015 10:37,D29.0,True,TUMOR BENIGNO DEL PENE
1622,10/11/2015 10:37,10/11/2015 10:37,D29.1,True,TUMOR BENIGNO DE LA PROSTATA
1623,10/11/2015 10:37,10/11/2015 10:37,D29.2,True,TUMOR BENIGNO DE LOS TESTICULOS
1624,10/11/2015 10:37,10/11/2015 10:37,D29.3,True,TUMOR BENIGNO DEL EPIDIDIMO
1625,10/11/2015 10:37,10/11/2015 10:37,D29.4,True,TUMOR BENIGNO DEL ESCROTO
1626,10/11/2015 10:37,10/11/2015 10:37,D29.7,True,TUMOR BENIGNO DE OTROS ORGANOS GENITALES MASCULINOS
1627,10/11/2015 10:37,10/11/2015 10:37,D29.9,True,"TUMOR BENIGNO DE ORGANO GENITAL MASCULINO, SITIO NO ESPECIFICADO"
